Date, Open, High, Low, Close
10/21/20, 5889.22, 5903.38, 5769.62, 5776.50
10/20/20, 5884.65, 5915.47, 5861.81, 5889.22
10/19/20, 5919.58, 5959.67, 5871.95, 5884.65
10/16/20, 5832.52, 5933.81, 5832.52, 5919.58
10/15/20, 5935.06, 5935.06, 5786.20, 5832.52
10/14/20, 5969.71, 6009.81, 5926.49, 5935.06
10/13/20, 6001.38, 6008.04, 5949.97, 5969.71
10/12/20, 6016.65, 6037.08, 5995.11, 6001.38
10/09/20, 5978.03, 6040.47, 5978.03, 6016.65
10/08/20, 5946.25, 6004.15, 5929.41, 5978.03
10/07/20, 5949.94, 5977.15, 5929.16, 5946.25
10/06/20, 5942.94, 5971.48, 5903.40, 5949.94
10/05/20, 5902.12, 5974.22, 5902.12, 5942.94
10/02/20, 5879.45, 5902.12, 5809.61, 5902.12
10/01/20, 5866.10, 5925.77, 5849.82, 5879.45
09/30/20, 5897.50, 5931.37, 5854.46, 5866.10
09/29/20, 5927.93, 5927.93, 5862.93, 5897.50
09/28/20, 5842.67, 5954.42, 5842.67, 5927.93
09/25/20, 5822.78, 5843.72, 5771.49, 5842.67
09/24/20, 5899.26, 5899.26, 5805.28, 5822.78
09/23/20, 5829.46, 5974.88, 5829.46, 5899.26
09/22/20, 5804.29, 5871.28, 5794.54, 5829.46
09/21/20, 6007.05, 6007.05, 5779.24, 5804.29
09/18/20, 6049.92, 6055.24, 6006.28, 6007.05
09/17/20, 6078.48, 6078.48, 5998.69, 6049.92
09/16/20, 6105.54, 6119.24, 6057.63, 6078.48
09/15/20, 6026.25, 6123.69, 6026.17, 6105.54
09/14/20, 6032.09, 6080.02, 6011.83, 6026.25
09/11/20, 6003.32, 6057.69, 5992.93, 6032.09
09/10/20, 6012.84, 6028.76, 5950.62, 6003.32
09/09/20, 5930.30, 6031.25, 5923.43, 6012.84
09/08/20, 5937.40, 5985.26, 5868.87, 5930.30
09/07/20, 5799.08, 5946.93, 5798.47, 5937.40
09/04/20, 5850.86, 5904.16, 5778.40, 5799.08
09/03/20, 5940.95, 5996.24, 5838.02, 5850.86
09/02/20, 5862.05, 5974.70, 5862.05, 5940.95
09/01/20, 5963.57, 5972.52, 5824.04, 5862.05
08/28/20, 5999.99, 6033.04, 5962.46, 5963.57
08/27/20, 6045.60, 6062.52, 5999.99, 5999.99
08/26/20, 6037.01, 6050.81, 5992.22, 6045.60
08/25/20, 6104.73, 6173.48, 6032.10, 6037.01
08/24/20, 6001.89, 6119.80, 6001.89, 6104.73
08/21/20, 6013.34, 6036.51, 5948.80, 6001.89
08/20/20, 6111.98, 6111.98, 6009.61, 6013.34
08/19/20, 6076.62, 6114.83, 6045.00, 6111.98
08/18/20, 6127.44, 6162.66, 6062.58, 6076.62
08/17/20, 6090.04, 6140.19, 6061.46, 6127.44
08/14/20, 6185.62, 6185.62, 6036.13, 6090.04
08/13/20, 6280.12, 6280.12, 6185.62, 6185.62
08/12/20, 6154.34, 6297.20, 6151.64, 6280.12
08/11/20, 6050.59, 6206.00, 6050.59, 6154.34
08/10/20, 6032.18, 6099.48, 6028.49, 6050.59
08/07/20, 6026.94, 6046.02, 5996.73, 6032.18
08/06/20, 6104.72, 6104.72, 5980.44, 6026.94
08/05/20, 6036.00, 6111.50, 6036.00, 6104.72
08/04/20, 6032.85, 6056.47, 5986.77, 6036.00
08/03/20, 5897.76, 6038.76, 5857.06, 6032.85
07/31/20, 5989.99, 6046.33, 5897.76, 5897.76
07/30/20, 6131.46, 6145.83, 5924.70, 5989.99
07/29/20, 6129.26, 6155.06, 6116.72, 6131.46
07/28/20, 6104.88, 6149.86, 6083.65, 6129.26
07/27/20, 6123.82, 6127.62, 6086.64, 6104.88
07/24/20, 6211.44, 6211.44, 6099.06, 6123.82
07/23/20, 6207.10, 6273.63, 6202.90, 6211.44
07/22/20, 6269.73, 6270.96, 6197.45, 6207.10
07/21/20, 6261.52, 6315.68, 6253.90, 6269.73
07/20/20, 6290.30, 6297.64, 6222.15, 6261.52
07/17/20, 6250.69, 6293.68, 6230.01, 6290.30
07/16/20, 6292.65, 6296.78, 6227.33, 6250.69
07/15/20, 6179.75, 6323.55, 6179.75, 6292.65
07/14/20, 6176.19, 6179.75, 6093.23, 6179.75
07/13/20, 6095.41, 6187.33, 6095.41, 6176.19
07/10/20, 6049.62, 6108.20, 6003.19, 6095.41
07/09/20, 6156.16, 6176.84, 6040.26, 6049.62
07/08/20, 6189.90, 6208.43, 6144.52, 6156.16
07/07/20, 6285.94, 6285.94, 6179.97, 6189.90
07/06/20, 6157.30, 6304.19, 6157.30, 6285.94
07/03/20, 6240.36, 6262.71, 6137.09, 6157.30
07/02/20, 6157.96, 6258.60, 6157.96, 6240.36
07/01/20, 6169.74, 6201.95, 6084.48, 6157.96
06/30/20, 6225.77, 6237.51, 6146.98, 6169.74
06/29/20, 6159.30, 6251.96, 6122.95, 6225.77
06/26/20, 6147.14, 6262.13, 6147.14, 6159.30
06/25/20, 6123.69, 6162.44, 6029.25, 6147.14
06/24/20, 6320.12, 6320.12, 6123.69, 6123.69
06/23/20, 6244.62, 6342.19, 6244.62, 6320.12
06/22/20, 6292.60, 6309.04, 6225.53, 6244.62
06/19/20, 6224.07, 6319.81, 6224.07, 6292.60
06/18/20, 6253.25, 6284.96, 6184.88, 6224.07
06/17/20, 6242.79, 6309.74, 6233.24, 6253.25
06/16/20, 6064.70, 6299.02, 6064.70, 6242.79
06/15/20, 6105.18, 6105.18, 5952.44, 6064.70
06/12/20, 6076.70, 6184.29, 5993.20, 6105.18
06/11/20, 6329.13, 6329.13, 6076.70, 6076.70
06/10/20, 6335.72, 6387.35, 6293.83, 6329.13
06/09/20, 6472.59, 6475.01, 6325.07, 6335.72
06/08/20, 6484.30, 6511.84, 6423.06, 6472.59
06/05/20, 6341.44, 6489.99, 6341.44, 6484.30
06/04/20, 6382.41, 6402.57, 6314.59, 6341.44
06/03/20, 6220.14, 6394.70, 6220.14, 6382.41
06/02/20, 6166.42, 6238.25, 6165.05, 6220.14
06/01/20, 6076.60, 6179.34, 6076.60, 6166.42
05/29/20, 6218.79, 6218.79, 6060.16, 6076.60
05/28/20, 6144.25, 6234.04, 6144.25, 6218.79
05/27/20, 6067.76, 6167.96, 6067.76, 6144.25
05/26/20, 5993.28, 6130.12, 5993.28, 6067.76
05/22/20, 6015.25, 6015.25, 5888.58, 5993.28
05/21/20, 6067.16, 6093.74, 6004.10, 6015.25
05/20/20, 6002.23, 6074.46, 5961.56, 6067.16
05/19/20, 6048.59, 6111.96, 5965.10, 6002.23
05/18/20, 5799.77, 6058.17, 5799.61, 6048.59
05/15/20, 5741.54, 5837.88, 5741.54, 5799.77
05/14/20, 5904.05, 5904.05, 5661.14, 5741.54
05/13/20, 5994.77, 5994.77, 5893.35, 5904.05
05/12/20, 5939.73, 6012.98, 5911.37, 5994.77
05/11/20, 5935.98, 5999.13, 5898.32, 5939.73
05/07/20, 5853.76, 5941.86, 5853.60, 5935.98
05/06/20, 5849.42, 5897.44, 5839.57, 5853.76
05/05/20, 5753.78, 5869.45, 5753.78, 5849.42
05/04/20, 5763.06, 5792.85, 5702.03, 5753.78
05/01/20, 5901.21, 5901.21, 5746.06, 5763.06
04/30/20, 6115.25, 6151.58, 5897.91, 5901.21
04/29/20, 5958.50, 6129.60, 5950.83, 6115.25
04/28/20, 5846.79, 5977.76, 5835.92, 5958.50
04/27/20, 5752.23, 5855.61, 5752.23, 5846.79
04/24/20, 5826.61, 5827.24, 5728.80, 5752.23
04/23/20, 5770.63, 5843.61, 5735.93, 5826.61
04/22/20, 5641.03, 5777.06, 5641.03, 5770.63
04/21/20, 5812.83, 5812.83, 5641.03, 5641.03
04/20/20, 5786.96, 5823.93, 5707.73, 5812.83
04/17/20, 5628.43, 5839.33, 5628.43, 5786.96
04/16/20, 5597.65, 5657.63, 5577.78, 5628.43
04/15/20, 5791.31, 5791.71, 5576.35, 5597.65
04/14/20, 5842.66, 5894.71, 5778.98, 5791.31
04/13/20, 5842.66, 5842.66, 5842.66, 5842.66
04/10/20, 5842.66, 5842.66, 5842.66, 5842.66
04/09/20, 5677.73, 5842.66, 5677.68, 5842.66
04/08/20, 5704.45, 5704.45, 5589.73, 5677.73
04/07/20, 5582.39, 5780.21, 5582.39, 5704.45
04/06/20, 5415.50, 5590.58, 5415.50, 5582.39
04/03/20, 5480.22, 5486.29, 5396.66, 5415.50
04/02/20, 5454.57, 5552.36, 5395.07, 5480.22
04/01/20, 5671.96, 5671.96, 5414.72, 5454.57
03/31/20, 5563.74, 5702.66, 5545.85, 5671.96
03/30/20, 5510.33, 5567.20, 5351.84, 5563.74
03/27/20, 5815.73, 5815.73, 5407.06, 5510.33
03/26/20, 5688.20, 5815.73, 5503.35, 5815.73
03/25/20, 5446.01, 5741.42, 5400.47, 5688.20
03/24/20, 4993.89, 5446.01, 4993.89, 5446.01
03/23/20, 5190.78, 5194.83, 4922.76, 4993.89
03/20/20, 5151.61, 5419.30, 5151.61, 5190.78
03/19/20, 5080.58, 5181.04, 4942.37, 5151.61
03/18/20, 5294.90, 5294.90, 5006.20, 5080.58
03/17/20, 5151.08, 5308.95, 4978.84, 5294.90
03/16/20, 5366.11, 5366.11, 4898.79, 5151.08
03/13/20, 5237.48, 5696.48, 5237.48, 5366.11
03/12/20, 5876.52, 5876.52, 5237.48, 5237.48
03/11/20, 5960.23, 6088.50, 5860.75, 5876.52
03/10/20, 5965.77, 6231.06, 5927.85, 5960.23
03/09/20, 6462.55, 6462.55, 5891.56, 5965.77
03/06/20, 6705.43, 6705.43, 6431.44, 6462.55
03/05/20, 6815.59, 6834.12, 6662.61, 6705.43
03/04/20, 6718.20, 6856.27, 6700.23, 6815.59
03/03/20, 6654.89, 6846.28, 6654.89, 6718.20
03/02/20, 6580.61, 6775.18, 6496.01, 6654.89
02/28/20, 6796.40, 6796.40, 6460.08, 6580.61
02/27/20, 7042.47, 7042.47, 6729.99, 6796.40
02/26/20, 7017.88, 7044.66, 6871.85, 7042.47
02/25/20, 7156.83, 7198.23, 7004.94, 7017.88
02/24/20, 7403.92, 7403.92, 7114.45, 7156.83
02/21/20, 7436.64, 7436.70, 7370.63, 7403.92
02/20/20, 7457.02, 7480.49, 7436.64, 7436.64
02/19/20, 7382.01, 7462.01, 7382.01, 7457.02
02/18/20, 7433.25, 7433.25, 7353.41, 7382.01
02/17/20, 7409.13, 7449.95, 7409.13, 7433.25
02/14/20, 7452.03, 7472.85, 7403.69, 7409.13
02/13/20, 7534.37, 7534.37, 7406.94, 7452.03
02/12/20, 7499.44, 7547.65, 7499.01, 7534.37
02/11/20, 7446.88, 7499.44, 7499.44, 7499.44
02/10/20, 7466.70, 7466.70, 7427.85, 7446.88
02/07/20, 7504.79, 7506.26, 7441.14, 7466.70
02/06/20, 7482.48, 7533.57, 7482.48, 7504.79
02/05/20, 7439.82, 7512.41, 7408.45, 7482.48
02/04/20, 7326.31, 7442.08, 7326.31, 7439.82
02/03/20, 7286.01, 7359.98, 7285.16, 7326.31
01/31/20, 7381.96, 7398.34, 7275.03, 7286.01
01/30/20, 7483.57, 7483.57, 7357.62, 7381.96
01/29/20, 7480.69, 7514.73, 7462.21, 7483.57
01/28/20, 7412.05, 7491.44, 7410.37, 7480.69
01/27/20, 7585.98, 7585.98, 7392.83, 7412.05
01/24/20, 7507.67, 7642.21, 7507.59, 7585.98
01/23/20, 7571.92, 7572.13, 7503.17, 7507.67
01/22/20, 7610.70, 7637.35, 7563.52, 7571.92
01/21/20, 7651.44, 7651.44, 7550.47, 7610.70
01/20/20, 7674.56, 7682.77, 7639.62, 7651.44
01/17/20, 7609.81, 7689.67, 7609.81, 7674.56
01/16/20, 7642.80, 7653.58, 7595.31, 7609.81
01/15/20, 7622.35, 7642.80, 7609.44, 7642.80
01/14/20, 7617.60, 7650.69, 7588.81, 7622.35
01/13/20, 7587.85, 7635.77, 7582.51, 7617.60
01/10/20, 7598.12, 7631.96, 7585.07, 7587.85
01/09/20, 7574.93, 7627.76, 7574.93, 7598.12
01/08/20, 7573.85, 7579.48, 7524.96, 7574.93
01/07/20, 7575.34, 7604.59, 7562.14, 7573.85
01/06/20, 7622.40, 7622.40, 7528.08, 7575.34
01/03/20, 7604.30, 7626.41, 7551.00, 7622.40
01/02/20, 7542.44, 7624.78, 7542.44, 7604.30
01/01/20, 7542.44, 7587.41, 7532.38, 7542.44
